,id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3935,702281737808303979,Shaughnessy,49.235938,-123.1391527,Entire home/apt,240.0,2,3,0.19,1,89,0,22-216672
3936,702366281800944724,West End,49.27662738212916,-123.13447364462571,Entire home/apt,2500.0,2,3,0.23,4,267,2,23-156767
3937,702432549065513520,Victoria-Fraserview,49.226358343012286,-123.0675980625656,Entire home/apt,152.0,1,21,1.56,2,163,18,23-158506
3938,702569746591193300,Renfrew-Collingwood,49.24495,-123.04463,Entire home/apt,,1,11,0.7,1,0,1,22-271067
3939,702876444293572136,Kensington-Cedar Cottage,49.25286,-123.08731,Entire home/apt,171.0,3,61,3.94,1,261,50,24-158751
3940,703167656545973227,Mount Pleasant,49.26051,-123.11124,Entire home/apt,139.0,30,6,0.57,9,334,6,nan
3941,703173837237047800,Marpole,49.21891025780801,-123.1420920233794,Entire home/apt,193.0,1,17,2.0,1,9,17,23-158252
3942,703178662481470924,Renfrew-Collingwood,49.25146,-123.0503,Entire home/apt,145.0,2,54,3.48,2,0,45,22-266211
3943,703191025049635054,Mount Pleasant,49.25989,-123.10937,Entire home/apt,238.0,30,6,0.49,9,308,5,nan
3944,703210264530916908,Mount Pleasant,49.26037,-123.11118,Entire home/apt,180.0,30,10,0.77,9,336,9,nan
3945,703481159575511533,Oakridge,49.2266631,-123.1132735,Private room,50.0,30,3,0.21,20,365,2,nan
3946,703537506984421528,Downtown,49.27979,-123.1168,Entire home/apt,245.0,91,4,0.27,1,212,2,nan
3947,703598710964973244,Mount Pleasant,49.2598,-123.10894,Entire home/apt,160.0,30,7,0.65,9,236,7,nan
3948,703629034331535317,Mount Pleasant,49.25949,-123.10944,Entire home/apt,155.0,30,3,0.35,9,334,3,nan
3949,703863098145595811,West End,49.28004,-123.1302,Entire home/apt,59.0,5,62,4.14,6,51,48,22-489576
3950,704265965203455871,Downtown,49.28014,-123.12195,Entire home/apt,161.0,2,97,6.42,1,75,80,23-158086
3951,704325920638286648,Renfrew-Collingwood,49.23958,-123.03123,Entire home/apt,300.0,60,0,,2,364,0,21-158461
3952,704332689749350036,Downtown Eastside,49.28109753880563,-123.08272374232789,Entire home/apt,163.0,3,44,2.88,1,102,29,23-158263
3953,705378661425235424,Downtown,49.27741,-123.13043,Entire home/apt,149.0,1,46,2.97,1,88,37,22-157889
3954,705719018408799994,Dunbar Southlands,49.23582,-123.18953,Entire home/apt,120.0,1,84,5.86,1,307,74,23-158518
3955,705778708633220567,Grandview-Woodland,49.27188,-123.06737,Entire home/apt,157.0,2,70,4.48,1,357,57,22-251085
3956,706064048696373018,Hastings-Sunrise,49.2724,-123.05296,Entire home/apt,204.0,2,32,2.3,1,243,30,23-158530
3957,706098633559822094,Renfrew-Collingwood,49.24035,-123.02631,Entire home/apt,200.0,2,28,1.87,1,89,19,23-158402
3958,706517007757035755,Downtown,49.27942,-123.1193,Entire home/apt,250.0,2,1,0.09,1,73,1,707694907
3959,706729205556516686,Downtown,49.27486021311485,-123.12363144010304,Entire home/apt,110.0,30,7,0.53,1,273,6,nan
3960,706785771439204262,Downtown Eastside,49.28055415389719,-123.08168868889936,Entire home/apt,145.0,1,12,1.3,1,0,12,23-158324
3961,707110932244408843,Marpole,49.2123,-123.1213,Entire home/apt,200.0,2,6,1.29,2,0,6,Exempt
3962,707199221280154887,Downtown,49.27407,-123.12682,Entire home/apt,256.0,1,67,4.8,1,70,53,22-193228
3963,707477055866962652,West End,49.2855514,-123.1238497,Entire home/apt,139.0,30,3,0.24,3,134,2,nan
3964,707963216764884721,Riley Park,49.25179,-123.10887,Entire home/apt,132.0,30,0,,1,80,0,22-119396
3965,708110957663663467,West End,49.27654,-123.13401,Entire home/apt,90.0,30,7,0.58,4,4,7,22-157007
3966,708648709451898433,Grandview-Woodland,49.2861,-123.05978,Entire home/apt,125.0,30,2,0.15,1,0,1,nan
3967,708692850991840614,Downtown,49.27849,-123.10767,Entire home/apt,206.0,2,62,4.1,1,271,51,22-255169
3968,710286970796220640,South Cambie,49.23981868242928,-123.1183136254549,Entire home/apt,131.0,30,4,0.28,1,137,3,nan
3969,710457205314472148,Grandview-Woodland,49.27555726646728,-123.05723526056607,Entire home/apt,100.0,1,56,6.49,2,54,56,23-156852
3970,710624133988676231,Downtown,49.27894,-123.12771,Entire home/apt,239.0,2,39,2.63,1,118,26,22-270642
3971,710837425541630897,Mount Pleasant,49.25918,-123.08741,Entire home/apt,300.0,31,1,0.12,1,355,1,nan
3972,710887810479983552,West End,49.28432,-123.13733,Entire home/apt,211.0,31,1,0.13,38,85,1,nan
3973,711026764081424364,Kensington-Cedar Cottage,49.24470866390945,-123.08085188269617,Entire home/apt,82.0,2,86,5.77,3,335,64,22-201206
3974,711064937560850792,Kensington-Cedar Cottage,49.24956,-123.08582,Entire home/apt,150.0,2,15,1.27,1,340,15,22-296428
3975,711106272829538917,Downtown,49.2778214,-123.1296535,Entire home/apt,199.0,30,0,,1,364,0,nan
3976,711183697732552679,Downtown Eastside,49.27971157589444,-123.0998090514514,Entire home/apt,119.0,1,46,3.02,1,341,38,22-177243
3977,711496274723040660,Killarney,49.23031,-123.024,Entire home/apt,101.0,2,43,3.24,1,140,40,23-158643
3978,711695543459184945,Riley Park,49.24319,-123.10276,Entire home/apt,161.0,30,6,0.51,134,58,6,nan
3979,711840721921770128,Grandview-Woodland,49.27284,-123.06866,Entire home/apt,200.0,5,1,0.11,2,45,1,22-288299
3980,711908882319965486,Downtown,49.27696,-123.12491,Private room,110.0,30,2,0.15,1,364,1,nan
3981,711984564376597419,Downtown,49.27935304172432,-123.10657690429916,Entire home/apt,386.0,2,24,1.57,1,0,20,22-274353
3982,712249571998973299,Oakridge,49.22463,-123.12084,Private room,67.0,30,3,0.21,20,352,2,nan
3983,712345742285957777,Renfrew-Collingwood,49.24632,-123.02841,Private room,243.0,30,0,,4,365,0,nan
3984,712675680352873894,Downtown,49.2783,-123.12993,Entire home/apt,110.0,30,5,0.41,2,0,4,nan
3985,713049769583561030,Kitsilano,49.26688,-123.14902,Entire home/apt,130.0,30,5,0.39,1,222,4,nan
3986,713199231858585287,Downtown,49.2796404,-123.1088566,Entire home/apt,201.0,2,56,4.65,1,163,56,23-158610
3987,713208799078533806,Downtown Eastside,49.2813495,-123.0827452,Entire home/apt,150.0,3,3,0.51,1,0,3,23-158533
3988,713307058365780263,Riley Park,49.25135982554395,-123.09668247857364,Entire home/apt,400.0,3,28,1.94,1,118,22,23-158575
3989,713351857453612426,Shaughnessy,49.25,-123.13785,Entire home/apt,96.0,1,108,8.02,2,0,102,23-168284
3990,713361923914459427,Marpole,49.21288,-123.12334,Entire home/apt,168.0,2,58,3.92,2,69,52,23-157603
3991,713702578893289364,Renfrew-Collingwood,49.24437033275793,-123.052086485956,Entire home/apt,150.0,30,0,,1,87,0,Exempt
3992,713756712996729763,Fairview,49.25966,-123.12825,Entire home/apt,100.0,30,2,0.23,30,184,2,22-102528
3993,713811832949767201,Downtown Eastside,49.28195,-123.10587,Entire home/apt,183.0,2,71,5.1,1,0,62,COV 23-158208
3994,713925697989494857,Kensington-Cedar Cottage,49.25133,-123.06255,Entire home/apt,499.0,5,0,,1,330,0,23-158541
3995,714400558665965285,West Point Grey,49.26481,-123.21379,Private room,71.0,3,25,1.96,4,342,24,22-251925
3996,714426707514819432,Mount Pleasant,49.26925,-123.11176,Entire home/apt,179.0,30,0,,1,365,0,nan
3997,714542917832068936,South Cambie,49.25482,-123.12428,Private room,105.0,1,66,4.37,1,0,49,22-279014
3998,714694178733692119,Kensington-Cedar Cottage,49.25167,-123.08433,Private room,135.0,2,26,2.81,1,0,26,23-169498
3999,714895172859284738,West End,49.28243,-123.12462,Entire home/apt,138.0,2,35,2.47,2,28,34,22-156337
4000,715151189513568417,Riley Park,49.24813,-123.0908,Entire home/apt,155.0,2,112,7.58,1,0,86,23-158553
4001,715241806681957366,Downtown,49.27737,-123.11834,Entire home/apt,220.0,30,2,0.25,1,315,2,nan
4002,715248457594454704,Downtown,49.27807,-123.13063,Entire home/apt,101.0,5,65,4.28,3,0,53,22-379548
4003,715315237221795674,Mount Pleasant,49.27191,-123.10535,Entire home/apt,150.0,181,2,0.15,1,339,0,nan
4004,715404243365272214,Downtown,49.2781629,-123.1224072,Entire home/apt,1166.0,30,0,,41,18,0,nan
4005,715461909983358321,Dunbar Southlands,49.23594,-123.17362,Private room,118.0,1,18,1.19,6,162,14,22-274403
4006,715469321417822525,West Point Grey,49.26151,-123.19048,Entire home/apt,158.0,31,11,0.74,1,90,4,23-277510
4007,715507340363187331,Marpole,49.2162,-123.13245,Entire home/apt,102.0,2,19,1.73,1,245,19,23-167777
4008,716088898340134944,West End,49.28745,-123.13017,Entire home/apt,109.0,30,0,,19,40,0,nan
4009,716277008969385955,Downtown,49.2792118,-123.1214803,Entire home/apt,138.0,2,28,2.04,1,38,26,22-270628
4010,716588597297894800,Downtown Eastside,49.28177,-123.08409,Entire home/apt,137.0,2,77,5.16,5,317,56,23-158498
4011,716709810967430682,Victoria-Fraserview,49.22461,-123.06656,Entire home/apt,160.0,1,31,2.08,2,163,27,23-158506
4012,716899271686252037,Sunset,49.23276,-123.10358,Entire home/apt,150.0,31,0,,1,364,0,nan
4013,716963102593012594,Dunbar Southlands,49.23781,-123.17386,Private room,103.0,1,24,1.59,6,172,17,22-274403
4014,717407026296253885,Grandview-Woodland,49.27233,-123.07176,Private room,96.0,2,41,2.97,2,51,36,23-158558
4015,717551955250963710,Mount Pleasant,49.2649756,-123.0864319,Entire home/apt,83.0,2,41,3.05,1,0,36,23-156843
4016,717782874125432991,Kitsilano,49.26067902367885,-123.16453593772374,Entire home/apt,147.0,2,79,7.52,1,0,79,23-158559
4017,718027112786435963,Grandview-Woodland,49.27492,-123.07248,Entire home/apt,120.0,30,5,0.37,3,180,4,nan
4018,718324829248717665,Downtown,49.28021,-123.10735,Entire home/apt,,1,15,1.0,1,0,9,22-372810
4019,718349646183799773,West Point Grey,49.26661,-123.21378,Private room,79.0,1,32,2.38,4,342,31,22-251925
4020,718477664323776445,Kitsilano,49.264694984626246,-123.15630309283732,Entire home/apt,298.0,4,9,0.65,1,64,6,22-281020
4021,718835872349835402,West Point Grey,49.26641,-123.21435,Private room,110.0,1,34,2.29,4,0,32,22-251925
4022,718878189540613129,West Point Grey,49.26264,-123.19019,Entire home/apt,246.0,3,40,2.7,1,114,31,23-158493
4023,718917603317395566,Hastings-Sunrise,49.27048,-123.03496,Private room,80.0,1,49,3.5,1,340,46,23-158628
4024,719501841569202505,Dunbar Southlands,49.23581,-123.17355,Private room,145.0,1,7,0.71,6,347,7,22-274403
4025,719678391758638615,Downtown,49.2785,-123.10635,Entire home/apt,,2,38,2.65,1,0,26,22-272220
4026,719846343114616558,Fairview,49.2645112,-123.1274339,Entire home/apt,,2,17,4.81,1,0,17,23-261658
4027,720163795846048006,Hastings-Sunrise,49.27818,-123.05522,Entire home/apt,200.0,30,6,0.46,1,225,5,nan
4028,720212490867839664,Downtown,49.27771,-123.12943,Entire home/apt,208.0,2,71,5.14,1,75,59,23-158570
4029,720239502971424897,West End,49.2931624,-123.1353359,Entire home/apt,135.0,30,2,0.42,1,294,2,nan
4030,720330905303266621,Killarney,49.206892863993474,-123.05550584615976,Entire home/apt,80.0,1,139,9.31,1,0,128,23-158561
4031,720367305492127163,Downtown,49.27977108297291,-123.12659510185242,Entire home/apt,191.0,4,33,2.35,1,0,28,22-268173
4032,720901803527787917,Downtown Eastside,49.28004,-123.09381,Private room,125.0,2,20,1.37,2,66,16,23-158573
4033,720952635200426778,Downtown,49.27608,-123.11463,Entire home/apt,120.0,30,2,0.32,1,241,2,nan
4034,721122541247570429,Riley Park,49.24556,-123.10977,Entire home/apt,81.0,1,147,9.89,1,132,125,22-279836
4035,721222734684672256,Mount Pleasant,49.26555312362871,-123.09913825886076,Entire home/apt,178.0,2,38,3.03,1,0,37,22-301963
4036,721613248106873893,Downtown,49.28448,-123.11598,Entire home/apt,157.0,30,0,,1,364,0,17-101096
4037,721688822548639870,Downtown,49.27656,-123.12924,Entire home/apt,101.0,5,59,4.0,2,68,49,22-180686
4038,721942237911291819,West End,49.28118,-123.12627,Entire home/apt,820.0,30,0,,1,273,0,nan
4039,721997041492837630,West Point Grey,49.26442,-123.21504,Entire home/apt,142.0,1,60,4.07,1,0,56,22-282936
4040,722006962100390023,West Point Grey,49.25828928599499,-123.20171121507884,Private room,,2,12,0.81,1,0,9,22-156395
4041,722059554684000510,Hastings-Sunrise,49.27708,-123.0328,Entire home/apt,140.0,1,26,1.78,2,85,20,23-158579
4042,722420464460098582,Mount Pleasant,49.26433,-123.08299,Entire home/apt,175.0,3,3,0.23,1,22,2,23-158584
4043,722510747137067469,Downtown Eastside,49.28327,-123.10622,Entire home/apt,,90,1,0.15,33,0,1,nan
4044,722821755640958395,Downtown,49.2799,-123.1077,Entire home/apt,115.0,3,5,0.66,2,157,5,22-218790
4045,722988111891063841,Hastings-Sunrise,49.27846049999999,-123.0349877,Private room,98.0,3,25,1.72,1,89,21,23-158590
4046,723174972783640817,Grandview-Woodland,49.2823,-123.06708,Entire home/apt,186.0,1,64,4.33,1,79,51,23-158525
4047,723872311765780902,West End,49.29155,-123.13841,Entire home/apt,,30,0,,1,0,0,nan
4048,723924635782909758,Kensington-Cedar Cottage,49.25316,-123.08,Entire home/apt,90.0,30,0,,4,286,0,nan
4049,724617957397167157,Downtown,49.27684,-123.13047,Entire home/apt,309.0,90,1,0.54,13,286,1,21-152545
4050,724744066086196334,Downtown,49.2781,-123.10871,Entire home/apt,180.0,2,70,4.77,1,166,56,23-163306
4051,724786279214531852,Grandview-Woodland,49.27688,-123.06439,Entire home/apt,161.0,2,100,6.88,1,278,89,22-283966
4052,725335769281689438,Riley Park,49.2441317,-123.096295,Entire home/apt,105.0,3,40,3.41,1,165,40,22-282060
4053,725580603628565216,Downtown,49.28308,-123.1175,Entire home/apt,101.0,30,18,1.23,2,103,10,22-220361
4054,726047549953297120,Hastings-Sunrise,49.26388,-123.05132,Entire home/apt,211.0,1,86,6.42,3,0,72,23-158593
4055,726574128791708664,Kensington-Cedar Cottage,49.24344439999999,-123.0798252,Private room,65.0,1,8,0.55,6,321,4,23-158371
4056,726777253250888356,Downtown Eastside,49.28229190739526,-123.09210373862304,Entire home/apt,,5,4,0.47,1,0,4,22-288624
4057,726794012661608068,Shaughnessy,49.2534767389635,-123.14056948594148,Private room,,1,0,,1,0,0,Exempt
4058,726829619548053751,Mount Pleasant,49.26977,-123.11016,Entire home/apt,,30,0,,1,0,0,nan
4059,726910699004568133,Sunset,49.2203821,-123.1015606,Entire home/apt,239.0,2,38,2.87,1,78,34,22-269467
4060,726925227142462134,Downtown,49.28062,-123.108,Entire home/apt,160.0,2,67,4.66,1,37,54,23-158548
4061,727027585088518387,Downtown,49.27982,-123.12286,Entire home/apt,131.0,1,100,7.18,1,19,88,23-158591
4062,727178717766866637,Dunbar Southlands,49.2362,-123.17222,Private room,128.0,1,3,0.22,6,341,2,22-274403
4063,728023428197250377,Kitsilano,49.26612198973451,-123.16137131981442,Entire home/apt,158.0,3,32,4.66,1,1,32,23-255489
4064,728210465126425584,Shaughnessy,49.249445999583294,-123.1326742258059,Private room,148.0,30,1,0.22,1,139,1,nan
4065,728243232622146454,Kensington-Cedar Cottage,49.25186,-123.07464,Entire home/apt,204.0,1,57,4.1,1,215,53,23-158587
4066,728581139650993027,Downtown,49.27417210376834,-123.1143998875556,Entire home/apt,280.0,30,13,1.88,1,90,13,23-02115
4067,729003293408993264,Killarney,49.22568,-123.03173,Entire home/apt,85.0,3,38,2.67,1,157,32,22-287374
4068,729054881803965804,Fairview,49.26380425054041,-123.14053087629829,Entire home/apt,,30,0,,1,0,0,nan
4069,729206433441586390,Dunbar Southlands,49.23341,-123.19374,Entire home/apt,334.0,30,0,,8,189,0,nan
4070,729227659378590273,Downtown,49.2749198,-123.1150309,Entire home/apt,109.0,30,1,0.08,2,89,1,nan
4071,729242308875289923,Downtown,49.2890306,-123.1262597,Entire home/apt,299.0,40,0,,1,333,0,nan
4072,729621610151592990,Downtown,49.27592,-123.13221,Entire home/apt,142.0,1,54,3.82,134,298,47,24-158981
4073,729652180650736869,Downtown Eastside,49.2813191934688,-123.08455662831118,Entire home/apt,190.0,5,0,,1,0,0,22-288643
4074,729658124296630435,Kitsilano,49.26916,-123.14645,Entire home/apt,117.0,30,5,0.39,134,262,4,22-459834
4075,729672049128719660,West Point Grey,49.26274,-123.2033,Entire home/apt,192.0,3,39,2.81,1,165,36,23-185603
4076,729678784785611565,Fairview,49.26052,-123.13973,Entire home/apt,76.0,30,7,0.57,134,340,6,nan
4077,729730483477613494,Downtown,49.2792813,-123.1065474,Entire home/apt,138.0,2,55,3.86,2,0,49,23-158532
4078,729787243990702538,Kitsilano,49.26007,-123.15489,Entire home/apt,189.0,28,0,,2,358,0,22-157688
4079,730029300995748262,Dunbar Southlands,49.23648,-123.17439,Private room,85.0,1,15,1.53,6,64,15,22-274403
4080,730060095278693500,Downtown,49.27669,-123.1296,Entire home/apt,160.0,60,0,,2,364,0,nan
4081,730357547961843058,Downtown,49.27981,-123.10768,Entire home/apt,157.0,2,19,1.91,5,356,19,23-158605
4082,730464686951331473,Fairview,49.2637,-123.12037,Entire home/apt,200.0,30,1,0.3,1,364,1,nan
4083,730502580919015540,Downtown,49.27849440819956,-123.10555621379544,Entire home/apt,110.0,1,19,2.34,2,8,19,23-200449
4084,730706581348444832,Mount Pleasant,49.2595,-123.08263,Entire home/apt,111.0,2,59,4.46,1,0,56,23-158609
4085,730890006787134260,Kitsilano,49.27069,-123.14874,Entire home/apt,371.0,1,64,4.58,1,0,56,23-158405
4086,731298385030157900,Downtown,49.27561,-123.12745,Entire home/apt,185.0,2,69,5.0,1,198,62,23-158626
4087,731525183887783714,Fairview,49.26723,-123.12758,Entire home/apt,134.0,2,59,4.62,1,1,56,23-158544
4088,731759310990086454,Downtown Eastside,49.27976,-123.09797,Entire home/apt,99.0,2,50,3.69,1,161,45,23-163243
4089,731783954620671678,West End,49.29011,-123.13916,Entire home/apt,166.0,2,26,1.95,1,0,25,24-159543
4090,731891822546570533,Killarney,49.20742,-123.02554,Entire home/apt,200.0,1,0,,1,89,0,22-277517
4091,731947165995473663,Downtown,49.28175129790685,-123.12380951463804,Entire home/apt,125.0,30,4,0.41,1,265,4,nan
4092,731982066679522813,Downtown,49.2792118,-123.1214803,Entire home/apt,122.0,7,81,5.7,1,58,71,22-281657
4093,732042262501006768,Oakridge,49.23196,-123.12989,Entire home/apt,298.0,2,49,3.53,1,53,46,22-280245
4094,732108046088834881,Grandview-Woodland,49.26499,-123.06323,Entire home/apt,122.0,30,2,0.16,1,137,2,nan
4095,732271302755280925,Downtown,49.27893,-123.12512,Entire home/apt,121.0,1,80,5.63,1,0,73,23-156856
4096,732395657330760159,Shaughnessy,49.24952,-123.13738,Entire home/apt,190.0,1,0,,2,86,0,22-284808
4097,732672675427498948,Sunset,49.229386,-123.0775235,Entire home/apt,66.0,2,52,3.85,6,70,43,22-24891
4098,732724971469976884,Dunbar Southlands,49.24977,-123.18131,Private room,99.0,1,18,2.56,8,362,18,23-158471
4099,732862632185724337,Downtown,49.27716747825826,-123.10889203101397,Entire home/apt,106.0,30,2,0.2,5,365,2,nan
4100,732954152878008420,Dunbar Southlands,49.24926,-123.1827,Private room,99.0,1,36,2.59,8,356,35,23-158471
4101,733324116431150131,Mount Pleasant,49.267,-123.09922,Entire home/apt,160.0,30,4,0.31,1,365,3,17-101096
4102,733875379252070464,Kensington-Cedar Cottage,49.24454,-123.08008,Private room,63.0,1,8,0.59,6,339,6,23-158371
4103,734012360650132280,Downtown Eastside,49.28033,-123.10972,Entire home/apt,180.0,2,58,4.68,1,0,57,23-158078
4104,734175246663939697,Kitsilano,49.26091,-123.1646,Entire home/apt,707.0,7,3,0.4,1,310,3,22-287379
4105,735257994956515880,Sunset,49.226310712246,-123.09835731983183,Entire home/apt,122.0,1,66,4.67,43,123,59,23-158400
4106,735526552864576274,Kitsilano,49.26354629999999,-123.1752305,Private room,182.0,1,59,4.32,1,341,45,22-290435
4107,735653281054717361,Kerrisdale,49.21631,-123.1547,Entire home/apt,379.0,1,19,1.61,3,11,19,22-282438
4108,735770656582654631,Downtown,49.27538,-123.11654,Entire home/apt,129.0,90,1,0.09,11,288,1,nan
4109,735823523522840594,Renfrew-Collingwood,49.23748,-123.05686,Entire home/apt,114.0,1,20,1.55,1,179,19,23-158659
4110,736116744137852547,Downtown,49.27847,-123.10584,Entire home/apt,166.0,2,48,3.75,1,181,47,23-158637
4111,736287095414441925,Downtown,49.27916,-123.10899,Entire home/apt,152.0,2,42,3.01,2,70,40,20-162812
4112,736513184421261276,Fairview,49.26603,-123.1343,Entire home/apt,210.0,2,33,2.41,1,35,29,22-212293
4113,737195212012985996,Downtown,49.27545,-123.12869,Entire home/apt,168.0,1,86,6.84,1,0,84,23-158478
4114,737198896988693233,Kensington-Cedar Cottage,49.24850115389203,-123.07681383123013,Entire home/apt,250.0,3,0,,1,8,0,23-172474
4115,737248579538665623,Downtown,49.279448,-123.107321,Entire home/apt,225.0,2,29,4.68,1,40,29,23-193224
4116,737592363323883499,West Point Grey,49.25932563606118,-123.1962105101176,Entire home/apt,168.0,3,3,0.34,1,355,3,23-196442
4117,737615446357824990,Dunbar Southlands,49.24993,-123.18261,Private room,185.0,1,2,0.15,8,364,1,23-158471
4118,738008067086336606,Oakridge,49.22826,-123.13151,Private room,200.0,1,79,6.87,4,340,79,23-158280
4119,738634585577775917,Arbutus Ridge,49.25575,-123.1532,Entire home/apt,450.0,3,0,,1,0,0,22-292106
4120,738783734142025415,Downtown,49.27361,-123.12875,Entire home/apt,122.0,2,80,5.76,2,149,73,Exempt
4121,739272457003051503,South Cambie,49.24255,-123.11952,Entire home/apt,248.0,1,61,4.36,2,265,50,22-290834
4122,739417249892469640,Oakridge,49.23338,-123.11212,Private room,75.0,30,5,0.4,5,0,4,23-156650
4123,739432357376147751,West End,49.28198,-123.12592,Entire home/apt,231.0,3,54,4.79,1,0,54,23-194235
4124,739849030750706921,Downtown,49.2792118,-123.1214803,Entire home/apt,166.0,1,27,2.75,1,0,27,23-200380
4125,739998589335684219,Downtown,49.27726467063547,-123.13072934532636,Entire home/apt,176.0,1,61,4.37,9,0,52,12-128988
4126,740020164783060026,Hastings-Sunrise,49.27852541529001,-123.04481877189562,Entire home/apt,80.0,7,2,0.47,2,153,2,23-200393
4127,740073787325078758,Shaughnessy,49.2569327,-123.1477243,Entire home/apt,325.0,1,62,4.69,6,0,59,23-163242
4128,740101721986585017,Mount Pleasant,49.25868,-123.11148,Private room,63.0,30,1,0.07,10,365,0,22-130929
4129,740166355594264154,Downtown,49.27485,-123.1165,Entire home/apt,327.0,30,4,0.32,1,130,3,nan
4130,740172917622193648,Marpole,49.21139,-123.14682,Private room,119.0,30,1,0.08,3,0,0,23-158658
4131,740546407181945382,Fairview,49.26606,-123.1293,Entire home/apt,914.0,5,8,0.72,1,281,8,23-163250
4132,740548796897674591,Downtown,49.2796404,-123.1088566,Entire home/apt,243.0,2,41,5.54,1,0,41,23-198515
4133,740682530144853459,Downtown,49.28068767032308,-123.11875551939012,Entire home/apt,249.0,50,0,,1,195,0,nan
4134,740868700110727991,West End,49.2916751,-123.1332321,Entire home/apt,,6,1,0.58,2,0,1,Exempt
4135,741328305267162847,Downtown,49.27228179999999,-123.1201794,Entire home/apt,118.0,90,1,0.1,42,194,1,nan
4136,741385633936799901,Oakridge,49.23198,-123.11403,Entire home/apt,135.0,2,36,3.06,2,26,36,23-259039
4137,741441224052488498,Kensington-Cedar Cottage,49.24503,-123.06252,Entire home/apt,179.0,2,51,4.02,3,0,50,#23-158653
4138,741664982624452404,Downtown Eastside,49.27777336912551,-123.0987995490432,Entire home/apt,152.0,30,0,,1,363,0,nan
4139,742184596102624979,Victoria-Fraserview,49.218623092912,-123.0766947939992,Private room,85.0,30,0,,8,55,0,nan
4140,742269601495625821,Sunset,49.2195,-123.07763,Private room,221.0,30,2,0.21,8,90,2,nan
4141,742300046761469460,Dunbar Southlands,49.24964,-123.18106,Private room,116.0,1,15,1.76,8,0,15,23-158471
4142,742690048908547357,Dunbar Southlands,49.24759,-123.18202,Private room,99.0,1,32,3.05,8,365,32,23-158471
4143,742928319539280855,Kensington-Cedar Cottage,49.25246,-123.07771,Private room,,1,5,0.46,3,0,5,23-158326
4144,743417639065038420,Victoria-Fraserview,49.21858,-123.067,Entire home/apt,120.0,30,0,,1,364,0,nan
4145,743771041491200089,Kitsilano,49.27226719999999,-123.1510734,Entire home/apt,150.0,2,53,3.85,1,12,50,23-158660
4146,743816921841655608,Grandview-Woodland,49.27041,-123.0718,Entire home/apt,200.0,2,48,3.76,1,100,46,22-158683
4147,744500183472232340,Arbutus Ridge,49.24201,-123.16191,Entire home/apt,292.0,1,87,6.27,3,271,80,23-158454
4148,744903848020402503,Downtown,49.27787,-123.11122,Entire home/apt,200.0,31,0,,38,88,0,nan
4149,744917322926234533,West End,49.28438,-123.1353,Entire home/apt,290.0,31,1,0.59,38,54,1,nan
4150,744951202576881853,Downtown,49.27742,-123.12774,Entire home/apt,240.0,31,0,,38,88,0,nan
4151,744958822599311484,West End,49.28631,-123.13794,Entire home/apt,210.0,31,1,0.13,38,34,1,nan
4152,744961251977035854,Kitsilano,49.26135,-123.14959,Entire home/apt,182.0,2,30,3.03,1,361,30,23-178099
4153,744968058929774671,West End,49.28628,-123.13793,Entire home/apt,210.0,31,0,,38,0,0,nan
4154,744976201908379359,West End,49.28612,-123.13754,Entire home/apt,320.0,31,0,,38,88,0,nan
4155,744985193711529045,West End,49.28656,-123.13965,Entire home/apt,272.0,31,0,,38,0,0,nan
4156,744989565405219756,Downtown,49.2745482,-123.127821,Entire home/apt,158.0,3,15,1.55,1,0,15,23-178610
4157,744990487628780430,West End,49.28493,-123.13923,Entire home/apt,320.0,31,0,,38,88,0,nan
4158,744995930775371522,West End,49.28593,-123.13764,Entire home/apt,320.0,31,0,,38,88,0,nan
4159,745001184067765277,West End,49.28668,-123.13911,Entire home/apt,213.0,31,0,,38,88,0,nan
4160,745025767777116821,Downtown,49.27742333666943,-123.11767685300975,Entire home/apt,623.0,1,0,,1,269,0,23-249738
4161,745026769743964837,Grandview-Woodland,49.27169,-123.06419,Entire home/apt,218.0,31,2,0.17,1,225,2,nan
4162,745193740061440286,West Point Grey,49.26279,-123.2041,Shared room,50.0,31,0,,1,333,0,nan
4163,745467549855623983,West End,49.28626,-123.13759,Entire home/apt,213.0,31,0,,38,72,0,nan
4164,745478900261325395,West End,49.28636,-123.13941,Entire home/apt,213.0,31,0,,38,88,0,nan
4165,745488110380226293,West End,49.28598,-123.13963,Entire home/apt,213.0,31,0,,38,88,0,nan
4166,745497577559791002,West End,49.28634,-123.13945,Entire home/apt,213.0,31,0,,38,56,0,nan
4167,745522009945304437,West End,49.28485,-123.13942,Entire home/apt,213.0,31,0,,38,82,0,nan
4168,745524390513431446,Kensington-Cedar Cottage,49.2369961,-123.0710575,Entire home/apt,380.0,2,6,1.54,2,348,6,23-158599
4169,745527557166087210,West End,49.28495,-123.13754,Entire home/apt,213.0,31,0,,38,54,0,nan
4170,745533355312770289,West End,49.28647,-123.13776,Entire home/apt,213.0,31,0,,38,0,0,nan
4171,745542398112317252,West End,49.28635,-123.13877,Entire home/apt,210.0,31,1,0.14,38,69,1,nan
4172,745550740981415650,Kensington-Cedar Cottage,49.2391,-123.08911,Entire home/apt,162.0,2,3,0.24,1,77,2,22-295746
